SALESORDERID,SALESORDERITEM,PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,ITEMATPSTATUS,OPITEMPOS,QUANTITY,QUANTITYUNIT,DELIVERYDATE
0500000361,0000000050,MB-1034,,USD,2499.00,2186.63,312.37,I,,7.000,EA,2019-08-13
0500000274,0000000060,EB-1132,,USD,1900.00,1662.50,237.50,I,,9.000,EA,2019-03-24
0500000292,0000000040,BX-1012,,USD,399.00,349.12,49.88,I,,6.000,EA,2019-05-27
0500000024,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,8.000,EA,2018-03-23
0500000077,0000000010,DB-1082,,USD,1250.00,1093.75,156.25,I,,4.000,EA,2018-06-28
0500000058,0000000010,RC-1051,,USD,2499.00,2186.63,312.37,I,,1.000,EA,2018-05-25
0500000317,0000000010,BX-1012,,USD,399.00,349.12,49.88,I,,3.000,EA,2019-06-17
0500000260,0000000080,RC-1051,,USD,2499.00,2186.63,312.37,I,,4.000,EA,2019-03-15
0500000432,0000000080,EB-1134,,USD,4800.00,4200.00,600.00,I,,1.000,EA,2019-12-23
0500000135,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,10.000,EA,2018-09-06
0500000391,0000000010,EB-1131,,USD,1500.00,1312.50,187.50,I,,1.000,EA,2019-10-12
0500000381,0000000060,MB-1034,,USD,2499.00,2186.63,312.37,I,,2.000,EA,2019-10-12
0500000221,0000000040,EB-1136,,USD,5000.00,4375.00,625.00,I,,4.000,EA,2019-01-22
0500000248,0000000040,RC-1057,,USD,4999.00,4374.13,624.87,I,,5.000,EA,2019-02-23
0500000181,0000000050,CB-1163,,USD,288.00,252.00,36.00,I,,1.000,EA,2018-11-12
0500000013,0000000010,MB-1033,,USD,3999.00,3499.13,499.87,I,,3.000,EA,2018-04-01
0500000266,0000000020,CB-1161,,USD,399.00,349.12,49.88,I,,10.000,EA,2019-04-14
0500000026,0000000030,CC-1023,,USD,1361.00,1190.88,170.12,I,,3.000,EA,2018-04-11
0500000413,0000000050,DB-1081,,USD,1499.00,1311.63,187.37,I,,4.000,EA,2019-11-06
0500000172,0000000020,HB-1172,,USD,799.00,699.12,99.87,I,,4.000,EA,2018-11-05
0500000365,0000000030,RO-1003,,USD,721.00,630.87,90.12,I,,8.000,EA,2019-08-22
0500000211,0000000080,BX-1015,,USD,299.00,261.62,37.38,I,,6.000,EA,2018-12-23
0500000087,0000000080,MB-1033,,USD,3999.00,3499.13,499.87,I,,10.000,EA,2018-07-04
0500000448,0000000050,BX-1014,,USD,799.00,699.12,99.87,I,,10.000,EA,2020-02-06
0500000343,0000000020,HB-1174,,USD,379.00,331.62,47.38,I,,3.000,EA,2019-07-11
0500000300,0000000050,RC-1051,,USD,2499.00,2186.63,312.37,I,,5.000,EA,2019-05-17
0500000038,0000000010,MB-1031,,USD,649.00,567.87,81.12,I,,10.000,EA,2018-04-11
0500000408,0000000050,HB-1176,,USD,1199.00,1049.13,149.87,I,,5.000,EA,2019-11-21
0500000193,0000000060,MB-1032,,USD,1299.00,1136.63,162.37,I,,8.000,EA,2018-12-02
0500000427,0000000040,BX-1012,,USD,399.00,349.12,49.88,I,,2.000,EA,2019-12-13
0500000234,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,10.000,EA,2019-02-22
0500000124,0000000010,RC-1053,,USD,4599.00,4024.13,574.87,I,,8.000,EA,2018-08-23
0500000197,0000000060,RC-1056,,USD,2499.00,2186.63,312.37,I,,2.000,EA,2018-12-07
0500000463,0000000010,RO-1002,,USD,689.00,602.87,86.12,I,,1.000,EA,2020-02-28
0500000031,0000000070,HB-1174,,USD,379.00,331.62,47.38,I,,3.000,EA,2018-03-30
0500000287,0000000060,EB-1135,,USD,3000.00,2625.00,375.00,I,,6.000,EA,2019-05-12
0500000353,0000000010,EB-1133,,USD,2250.00,1968.75,281.25,I,,7.000,EA,2019-07-31
0500000189,0000000030,RC-1056,,USD,2499.00,2186.63,312.37,I,,7.000,EA,2018-11-19
0500000241,0000000070,EB-1135,,USD,3000.00,2625.00,375.00,I,,1.000,EA,2019-01-30
0500000303,0000000020,BX-1016,,USD,319.00,279.12,39.88,I,,7.000,EA,2019-06-03
0500000077,0000000020,MB-1034,,USD,2499.00,2186.63,312.37,I,,4.000,EA,2018-06-28
0500000317,0000000020,HB-1175,,USD,899.00,786.62,112.37,I,,7.000,EA,2019-06-17
0500000274,0000000070,RC-1054,,USD,5499.00,4811.63,687.37,I,,7.000,EA,2019-03-24
0500000004,0000000020,CB-1163,,USD,288.00,252.00,36.00,I,,5.000,EA,2018-03-10
0500000155,0000000030,MB-1033,,USD,3999.00,3499.13,499.87,I,,1.000,EA,2018-10-14
0500000313,0000000040,CC-1021,,USD,1144.00,1001.00,143.00,I,,6.000,EA,2019-06-07
0500000469,0000000040,HB-1172,,USD,799.00,699.12,99.87,I,,6.000,EA,2020-03-06
0500000094,0000000020,HB-1171,,USD,699.00,611.62,87.37,I,,5.000,EA,2018-07-02
0500000196,0000000060,RO-1002,,USD,689.00,602.87,86.12,I,,4.000,EA,2018-12-03
0500000400,0000000010,CB-1161,,USD,399.00,349.12,49.88,I,,5.000,EA,2019-10-27
0500000221,0000000050,EB-1136,,USD,5000.00,4375.00,625.00,I,,5.000,EA,2019-01-22
0500000181,0000000060,HB-1176,,USD,1199.00,1049.13,149.87,I,,7.000,EA,2018-11-12
0500000148,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,6.000,EA,2018-09-26
0500000051,0000000040,EB-1132,,USD,1900.00,1662.50,237.50,I,,8.000,EA,2018-05-16
0500000087,0000000090,EB-1133,,USD,2250.00,1968.75,281.25,I,,10.000,EA,2018-07-04
0500000061,0000000070,HB-1173,,USD,649.00,567.87,81.12,I,,7.000,EA,2018-05-22
0500000373,0000000010,CC-1022,,USD,1200.00,1050.00,150.00,I,,5.000,EA,2019-09-07
0500000438,0000000010,BX-1013,,USD,449.00,392.87,56.13,I,,10.000,EA,2020-01-11
0500000056,0000000020,CC-1022,,USD,1200.00,1050.00,150.00,I,,5.000,EA,2018-05-20
0500000266,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,1.000,EA,2019-04-14
0500000355,0000000020,RO-1001,,USD,525.00,459.37,65.62,I,,4.000,EA,2019-08-16
0500000413,0000000060,RO-1002,,USD,689.00,602.87,86.12,I,,5.000,EA,2019-11-06
0500000135,0000000040,DB-1082,,USD,1250.00,1093.75,156.25,I,,1.000,EA,2018-09-06
0500000334,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,3.000,EA,2019-07-21
0500000009,0000000060,RC-1053,,USD,4599.00,4024.13,574.87,I,,4.000,EA,2018-03-17
0500000047,0000000050,CB-1163,,USD,288.00,252.00,36.00,I,,7.000,EA,2018-05-10
0500000107,0000000040,CB-1161,,USD,399.00,349.12,49.88,I,,1.000,EA,2018-07-18
0500000160,0000000090,MB-1033,,USD,3999.00,3499.13,499.87,I,,7.000,EA,2018-10-20
0500000124,0000000020,BX-1013,,USD,449.00,392.87,56.13,I,,8.000,EA,2018-08-23
0500000365,0000000040,HB-1175,,USD,899.00,786.62,112.37,I,,7.000,EA,2019-08-22
0500000026,0000000040,RC-1057,,USD,4999.00,4374.13,624.87,I,,6.000,EA,2018-04-11
0500000098,0000000090,BX-1013,,USD,449.00,392.87,56.13,I,,1.000,EA,2018-07-17
0500000282,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,2.000,EA,2019-04-24
0500000421,0000000020,HB-1173,,USD,649.00,567.87,81.12,I,,10.000,EA,2019-11-25
0500000254,0000000010,EB-1133,,USD,2250.00,1968.75,281.25,I,,7.000,EA,2019-03-07
0500000386,0000000070,RO-1001,,USD,525.00,459.37,65.62,I,,1.000,EA,2019-09-26
0500000038,0000000020,DB-1081,,USD,1499.00,1311.63,187.37,I,,8.000,EA,2018-04-11
0500000449,0000000010,BX-1015,,USD,299.00,261.62,37.38,I,,2.000,EA,2020-01-15
0500000077,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,2.000,EA,2018-06-28
0500000397,0000000060,BX-1014,,USD,799.00,699.12,99.87,I,,1.000,EA,2019-10-25
0500000347,0000000010,RC-1056,,USD,2499.00,2186.63,312.37,I,,5.000,EA,2999-12-12
0500000234,0000000040,EB-1131,,USD,1500.00,1312.50,187.50,I,,3.000,EA,2019-02-22
0500000381,0000000070,BX-1014,,USD,799.00,699.12,99.87,I,,3.000,EA,2019-10-12
0500000324,0000000040,CB-1163,,USD,288.00,252.00,36.00,I,,8.000,EA,2019-06-17
0500000111,0000000010,RC-1054,,USD,5499.00,4811.63,687.37,I,,2.000,EA,2018-08-21
0500000239,0000000070,RC-1054,,USD,5499.00,4811.63,687.37,I,,4.000,EA,2019-02-07
0500000202,0000000020,BX-1016,,USD,319.00,279.12,39.88,I,,6.000,EA,2018-12-13
0500000172,0000000030,EB-1137,,USD,7900.00,6912.50,987.50,I,,6.000,EA,2018-11-05
0500000221,0000000060,EB-1137,,USD,7900.00,6912.50,987.50,I,,4.000,EA,2019-01-22
0500000292,0000000050,DB-1081,,USD,1499.00,1311.63,187.37,I,,1.000,EA,2019-05-27
0500000169,0000000010,EB-1133,,USD,2250.00,1968.75,281.25,I,,5.000,EA,2018-11-04
0500000427,0000000050,RC-1056,,USD,2499.00,2186.63,312.37,I,,5.000,EA,2019-12-13
0500000275,0000000010,RC-1053,,USD,4599.00,4024.13,574.87,I,,2.000,EA,2019-04-07
0500000069,0000000050,HB-1174,,USD,379.00,331.62,47.38,I,,9.000,EA,2018-05-28
0500000101,0000000010,HB-1174,,USD,379.00,331.62,47.38,I,,3.000,EA,2018-08-04
0500000192,0000000020,CB-1162,,USD,400.00,350.00,50.00,I,,8.000,EA,2018-12-08
0500000391,0000000020,HB-1172,,USD,799.00,699.12,99.87,I,,7.000,EA,2019-10-12
0500000066,0000000010,HB-1172,,USD,799.00,699.12,99.87,I,,4.000,EA,2018-06-04
0500000266,0000000040,RC-1054,,USD,5499.00,4811.63,687.37,I,,5.000,EA,2019-04-14
0500000004,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,6.000,EA,2018-03-10
0500000445,0000000020,RC-1055,,USD,1999.00,1749.13,249.87,I,,10.000,EA,2020-02-01
0500000361,0000000060,CC-1021,,USD,1144.00,1001.00,143.00,I,,6.000,EA,2019-08-13
0500000135,0000000050,EB-1133,,USD,2250.00,1968.75,281.25,I,,5.000,EA,2018-09-06
0500000303,0000000030,CC-1021,,USD,1144.00,1001.00,143.00,I,,10.000,EA,2019-06-03
0500000433,0000000010,MB-1032,,USD,1299.00,1136.63,162.37,I,,2.000,EA,2019-12-21
0500000077,0000000040,CC-1023,,USD,1361.00,1190.88,170.12,I,,6.000,EA,2018-06-28
0500000013,0000000020,HB-1173,,USD,649.00,567.87,81.12,I,,4.000,EA,2018-04-01
0500000258,0000000050,RC-1051,,USD,2499.00,2186.63,312.37,I,,6.000,EA,2019-03-07
0500000149,0000000010,RC-1052,,USD,3999.00,3499.13,499.87,I,,8.000,EA,2018-10-15
0500000177,0000000040,EB-1136,,USD,5000.00,4375.00,625.00,I,,10.000,EA,2018-11-02
0500000088,0000000010,HB-1171,,USD,699.00,611.62,87.37,I,,5.000,EA,2018-07-12
0500000248,0000000050,CB-1162,,USD,400.00,350.00,50.00,I,,6.000,EA,2019-02-23
0500000024,0000000040,RC-1057,,USD,4999.00,4374.13,624.87,I,,5.000,EA,2018-03-23
0500000287,0000000070,RO-1001,,USD,525.00,459.37,65.62,I,,6.000,EA,2019-05-12
0500000124,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,4.000,EA,2018-08-23
0500000189,0000000040,HB-1171,,USD,699.00,611.62,87.37,I,,1.000,EA,2018-11-19
0500000207,0000000070,CB-1161,,USD,399.00,349.12,49.88,I,,1.000,EA,2018-12-10
0500000335,0000000010,EB-1134,,USD,4800.00,4200.00,600.00,I,,1.000,EA,2019-07-14
0500000439,0000000010,RO-1001,,USD,525.00,459.37,65.62,I,,3.000,EA,2019-12-27
0500000458,0000000050,RC-1057,,USD,4999.00,4374.13,624.87,I,,10.000,EA,2020-02-17
0500000234,0000000050,BX-1013,,USD,449.00,392.87,56.13,I,,5.000,EA,2019-02-22
0500000059,0000000010,CB-1162,,USD,400.00,350.00,50.00,I,,9.000,EA,2018-05-22
0500000156,0000000010,CB-1161,,USD,399.00,349.12,49.88,I,,7.000,EA,2018-10-24
0500000300,0000000060,RC-1055,,USD,1999.00,1749.13,249.87,I,,2.000,EA,2019-05-17
0500000469,0000000050,RO-1002,,USD,689.00,602.87,86.12,I,,8.000,EA,2020-03-06
0500000221,0000000070,CC-1022,,USD,1200.00,1050.00,150.00,I,,8.000,EA,2019-01-22
0500000317,0000000030,DB-1082,,USD,1250.00,1093.75,156.25,I,,1.000,EA,2019-06-17
0500000282,0000000040,MB-1033,,USD,3999.00,3499.13,499.87,I,,2.000,EA,2019-04-24
0500000275,0000000020,DB-1081,,USD,1499.00,1311.63,187.37,I,,4.000,EA,2019-04-07
0500000408,0000000060,RO-1002,,USD,689.00,602.87,86.12,I,,4.000,EA,2019-11-21
0500000053,0000000060,EB-1131,,USD,1500.00,1312.50,187.50,I,,7.000,EA,2018-05-16
0500000009,0000000070,HB-1174,,USD,379.00,331.62,47.38,I,,2.000,EA,2018-03-17
0500000464,0000000010,HB-1171,,USD,699.00,611.62,87.37,I,,5.000,EA,2020-02-21
0500000400,0000000020,EB-1137,,USD,7900.00,6912.50,987.50,I,,5.000,EA,2019-10-27
0500000373,0000000020,HB-1173,,USD,649.00,567.87,81.12,I,,2.000,EA,2019-09-07
0500000266,0000000050,HB-1174,,USD,379.00,331.62,47.38,I,,2.000,EA,2019-04-14
0500000382,0000000010,CC-1022,,USD,1200.00,1050.00,150.00,I,,9.000,EA,2019-09-15
0500000353,0000000020,EB-1135,,USD,3000.00,2625.00,375.00,I,,4.000,EA,2019-07-31
0500000135,0000000060,RC-1057,,USD,4999.00,4374.13,624.87,I,,5.000,EA,2018-09-06
0500000347,0000000020,DB-1081,,USD,1499.00,1311.63,187.37,I,,1.000,EA,2999-12-12
0500000032,0000000010,EB-1135,,USD,3000.00,2625.00,375.00,I,,1.000,EA,2018-04-12
0500000386,0000000080,EB-1133,,USD,2250.00,1968.75,281.25,I,,8.000,EA,2019-09-26
0500000181,0000000070,RC-1054,,USD,5499.00,4811.63,687.37,I,,2.000,EA,2018-11-12
0500000113,0000000050,HB-1175,,USD,899.00,786.62,112.37,I,,5.000,EA,2018-08-25
0500000077,0000000050,RC-1053,,USD,4599.00,4024.13,574.87,I,,10.000,EA,2018-06-28
0500000355,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,2.000,EA,2019-08-16
0500000428,0000000010,EB-1131,,USD,1500.00,1312.50,187.50,I,,9.000,EA,2019-12-18
0500000247,0000000050,BX-1012,,USD,399.00,349.12,49.88,I,,3.000,EA,2019-03-13
0500000088,0000000020,BX-1013,,USD,449.00,392.87,56.13,I,,4.000,EA,2018-07-12
0500000313,0000000050,HB-1176,,USD,1199.00,1049.13,149.87,I,,10.000,EA,2019-06-07
0500000161,0000000010,EB-1132,,USD,1900.00,1662.50,237.50,I,,6.000,EA,2018-10-22
0500000092,0000000040,MB-1031,,USD,649.00,567.87,81.12,I,,9.000,EA,2018-06-26
0500000413,0000000070,MB-1032,,USD,1299.00,1136.63,162.37,I,,9.000,EA,2019-11-06
0500000047,0000000060,MB-1034,,USD,2499.00,2186.63,312.37,I,,4.000,EA,2018-05-10
0500000027,0000000010,EB-1132,,USD,1900.00,1662.50,237.50,I,,10.000,EA,2018-04-14
0500000125,0000000010,EB-1136,,USD,5000.00,4375.00,625.00,I,,4.000,EA,2018-08-08
0500000004,0000000040,BX-1014,,USD,799.00,699.12,99.87,I,,8.000,EA,2018-03-10
0500000234,0000000060,BX-1012,,USD,399.00,349.12,49.88,I,,7.000,EA,2019-02-22
0500000361,0000000070,BX-1015,,USD,299.00,261.62,37.38,I,,4.000,EA,2019-08-13
0500000397,0000000070,RC-1052,,USD,3999.00,3499.13,499.87,I,,10.000,EA,2019-10-25
0500000292,0000000060,RC-1057,,USD,4999.00,4374.13,624.87,I,,1.000,EA,2019-05-27
0500000260,0000000090,EB-1134,,USD,4800.00,4200.00,600.00,I,,9.000,EA,2019-03-15
0500000343,0000000030,RC-1057,,USD,4999.00,4374.13,624.87,I,,10.000,EA,2019-07-11
0500000365,0000000050,EB-1135,,USD,3000.00,2625.00,375.00,I,,5.000,EA,2019-08-22
0500000197,0000000070,HB-1176,,USD,1199.00,1049.13,149.87,I,,3.000,EA,2018-12-07
0500000275,0000000030,RC-1055,,USD,1999.00,1749.13,249.87,I,,7.000,EA,2019-04-07
0500000221,0000000080,EB-1134,,USD,4800.00,4200.00,600.00,I,,4.000,EA,2019-01-22
0500000149,0000000020,EB-1137,,USD,7900.00,6912.50,987.50,I,,10.000,EA,2018-10-15
0500000177,0000000050,DB-1081,,USD,1499.00,1311.63,187.37,I,,6.000,EA,2018-11-02
0500000169,0000000020,CB-1162,,USD,400.00,350.00,50.00,I,,1.000,EA,2018-11-04
0500000434,0000000010,RO-1003,,USD,721.00,630.87,90.12,I,,6.000,EA,2020-01-09
0500000324,0000000050,EB-1134,,USD,4800.00,4200.00,600.00,I,,10.000,EA,2019-06-17
0500000013,0000000030,BX-1012,,USD,399.00,349.12,49.88,I,,9.000,EA,2018-04-01
0500000038,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,7.000,EA,2018-04-11
0500000449,0000000020,RC-1054,,USD,5499.00,4811.63,687.37,I,,4.000,EA,2020-01-15
0500000266,0000000060,DB-1081,,USD,1499.00,1311.63,187.37,I,,8.000,EA,2019-04-14
0500000335,0000000020,RC-1056,,USD,2499.00,2186.63,312.37,I,,2.000,EA,2019-07-14
0500000135,0000000070,HB-1171,,USD,699.00,611.62,87.37,I,,9.000,EA,2018-09-06
0500000458,0000000060,DB-1082,,USD,1250.00,1093.75,156.25,I,,1.000,EA,2020-02-17
0500000445,0000000030,MB-1033,,USD,3999.00,3499.13,499.87,I,,9.000,EA,2020-02-01
0500000211,0000000090,RC-1055,,USD,1999.00,1749.13,249.87,I,,7.000,EA,2018-12-23
0500000317,0000000040,CB-1161,,USD,399.00,349.12,49.88,I,,7.000,EA,2019-06-17
0500000391,0000000030,MB-1034,,USD,2499.00,2186.63,312.37,I,,3.000,EA,2019-10-12
0500000051,0000000050,RO-1003,,USD,721.00,630.87,90.12,I,,2.000,EA,2018-05-16
0500000303,0000000040,HB-1174,,USD,379.00,331.62,47.38,I,,4.000,EA,2019-06-03
0500000077,0000000060,EB-1131,,USD,1500.00,1312.50,187.50,I,,6.000,EA,2018-06-28
0500000062,0000000010,EB-1136,,USD,5000.00,4375.00,625.00,I,,10.000,EA,2018-05-28
0500000088,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,10.000,EA,2018-07-12
0500000024,0000000050,DB-1081,,USD,1499.00,1311.63,187.37,I,,1.000,EA,2018-03-23
0500000464,0000000020,CB-1163,,USD,288.00,252.00,36.00,I,,4.000,EA,2020-02-21
0500000282,0000000050,EB-1137,,USD,7900.00,6912.50,987.50,I,,2.000,EA,2019-04-24
0500000189,0000000050,CC-1023,,USD,1361.00,1190.88,170.12,I,,8.000,EA,2018-11-19
0500000161,0000000020,BX-1016,,USD,319.00,279.12,39.88,I,,8.000,EA,2018-10-22
0500000287,0000000080,EB-1135,,USD,3000.00,2625.00,375.00,I,,2.000,EA,2019-05-12
0500000125,0000000020,RC-1051,,USD,2499.00,2186.63,312.37,I,,4.000,EA,2018-08-08
0500000400,0000000030,RO-1003,,USD,721.00,630.87,90.12,I,,4.000,EA,2019-10-27
0500000234,0000000070,EB-1135,,USD,3000.00,2625.00,375.00,I,,3.000,EA,2019-02-22
0500000107,0000000050,CB-1163,,USD,288.00,252.00,36.00,I,,9.000,EA,2018-07-18
0500000181,0000000080,CC-1023,,USD,1361.00,1190.88,170.12,I,,6.000,EA,2018-11-12
0500000470,0000000010,BX-1011,,USD,249.00,217.87,31.12,I,,4.000,EA,2020-02-09
0500000382,0000000020,EB-1133,,USD,2250.00,1968.75,281.25,I,,3.000,EA,2019-09-15
0500000196,0000000070,EB-1135,,USD,3000.00,2625.00,375.00,I,,7.000,EA,2018-12-03
0500000013,0000000040,EB-1137,,USD,7900.00,6912.50,987.50,I,,1.000,EA,2018-04-01
0500000222,0000000010,MB-1031,,USD,649.00,567.87,81.12,I,,2.000,EA,2019-01-12
0500000156,0000000020,EB-1134,,USD,4800.00,4200.00,600.00,I,,2.000,EA,2018-10-24
0500000275,0000000040,HB-1176,,USD,1199.00,1049.13,149.87,I,,3.000,EA,2019-04-07
0500000355,0000000040,BX-1015,,USD,299.00,261.62,37.38,I,,10.000,EA,2019-08-16
0500000033,0000000010,DB-1083,,USD,1199.00,1049.13,149.87,I,,1.000,EA,2018-04-18
0500000413,0000000080,CB-1161,,USD,399.00,349.12,49.88,I,,1.000,EA,2019-11-06
0500000373,0000000030,DB-1083,,USD,1199.00,1049.13,149.87,I,,4.000,EA,2019-09-07
0500000428,0000000020,BX-1012,,USD,399.00,349.12,49.88,I,,4.000,EA,2019-12-18
0500000266,0000000070,RO-1001,,USD,525.00,459.37,65.62,I,,9.000,EA,2019-04-14
0500000241,0000000080,EB-1135,,USD,3000.00,2625.00,375.00,I,,7.000,EA,2019-01-30
0500000300,0000000070,EB-1136,,USD,5000.00,4375.00,625.00,I,,7.000,EA,2019-05-17
0500000088,0000000040,MB-1033,,USD,3999.00,3499.13,499.87,I,,9.000,EA,2018-07-12
0500000009,0000000080,MB-1034,,USD,2499.00,2186.63,312.37,I,,6.000,EA,2018-03-17
0500000027,0000000020,CC-1022,,USD,1200.00,1050.00,150.00,I,,1.000,EA,2018-04-14
0500000066,0000000020,EB-1132,,USD,1900.00,1662.50,237.50,I,,8.000,EA,2018-06-04
0500000408,0000000070,MB-1032,,USD,1299.00,1136.63,162.37,I,,9.000,EA,2019-11-21
0500000070,0000000010,RO-1003,,USD,721.00,630.87,90.12,I,,3.000,EA,2018-05-30
0500000004,0000000050,CB-1161,,USD,399.00,349.12,49.88,I,,9.000,EA,2018-03-10
0500000125,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,5.000,EA,2018-08-08
0500000094,0000000030,RC-1052,,USD,3999.00,3499.13,499.87,I,,3.000,EA,2018-07-02
0500000135,0000000080,RC-1052,,USD,3999.00,3499.13,499.87,I,,8.000,EA,2018-09-06
0500000353,0000000030,BX-1013,,USD,449.00,392.87,56.13,I,,9.000,EA,2019-07-31
0500000387,0000000010,EB-1133,,USD,2250.00,1968.75,281.25,I,,1.000,EA,2019-10-07
0500000172,0000000040,BX-1012,,USD,399.00,349.12,49.88,I,,8.000,EA,2018-11-05
0500000313,0000000060,CB-1161,,USD,399.00,349.12,49.88,I,,4.000,EA,2019-06-07
0500000111,0000000020,MB-1033,,USD,3999.00,3499.13,499.87,I,,3.000,EA,2018-08-21
0500000048,0000000010,RC-1053,,USD,4599.00,4024.13,574.87,I,,3.000,EA,2018-05-18
0500000077,0000000070,CC-1023,,USD,1361.00,1190.88,170.12,I,,2.000,EA,2018-06-28
0500000193,0000000070,CC-1021,,USD,1144.00,1001.00,143.00,I,,5.000,EA,2018-12-02
0500000149,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,6.000,EA,2018-10-15
0500000239,0000000080,MB-1031,,USD,649.00,567.87,81.12,I,,1.000,EA,2019-02-07
0500000234,0000000080,EB-1131,,USD,1500.00,1312.50,187.50,I,,7.000,EA,2019-02-22
0500000056,0000000030,RC-1052,,USD,3999.00,3499.13,499.87,I,,6.000,EA,2018-05-20
0500000449,0000000030,RO-1003,,USD,721.00,630.87,90.12,I,,3.000,EA,2020-01-15
0500000203,0000000010,HB-1173,,USD,649.00,567.87,81.12,I,,6.000,EA,2999-12-12
0500000324,0000000060,MB-1032,,USD,1299.00,1136.63,162.37,I,,2.000,EA,2019-06-17
0500000366,0000000010,CC-1022,,USD,1200.00,1050.00,150.00,I,,8.000,EA,2019-08-20
0500000223,0000000010,HB-1172,,USD,799.00,699.12,99.87,I,,5.000,EA,2019-01-05
0500000292,0000000070,HB-1173,,USD,649.00,567.87,81.12,I,,2.000,EA,2019-05-27
0500000335,0000000030,RC-1052,,USD,3999.00,3499.13,499.87,I,,5.000,EA,2019-07-14
0500000192,0000000030,CB-1163,,USD,288.00,252.00,36.00,I,,3.000,EA,2018-12-08
0500000275,0000000050,DB-1081,,USD,1499.00,1311.63,187.37,I,,3.000,EA,2019-04-07
0500000099,0000000010,CC-1022,,USD,1200.00,1050.00,150.00,I,,2.000,EA,2018-07-17
0500000254,0000000020,RC-1052,,USD,3999.00,3499.13,499.87,I,,7.000,EA,2019-03-07
0500000102,0000000010,CC-1022,,USD,1200.00,1050.00,150.00,I,,5.000,EA,2018-07-28
0500000189,0000000060,DB-1082,,USD,1250.00,1093.75,156.25,I,,3.000,EA,2018-11-19
0500000207,0000000080,RC-1054,,USD,5499.00,4811.63,687.37,I,,3.000,EA,2018-12-10
0500000266,0000000080,RO-1003,,USD,721.00,630.87,90.12,I,,1.000,EA,2019-04-14
0500000391,0000000040,HB-1176,,USD,1199.00,1049.13,149.87,I,,9.000,EA,2019-10-12
0500000282,0000000060,BX-1012,,USD,399.00,349.12,49.88,I,,8.000,EA,2019-04-24
0500000343,0000000040,EB-1133,,USD,2250.00,1968.75,281.25,I,,6.000,EA,2019-07-11
0500000361,0000000080,RC-1052,,USD,3999.00,3499.13,499.87,I,,8.000,EA,2019-08-13
0500000135,0000000090,EB-1134,,USD,4800.00,4200.00,600.00,I,,10.000,EA,2018-09-06
0500000258,0000000060,CB-1161,,USD,399.00,349.12,49.88,I,,10.000,EA,2019-03-07
0500000397,0000000080,HB-1173,,USD,649.00,567.87,81.12,I,,4.000,EA,2019-10-25
0500000248,0000000060,HB-1171,,USD,699.00,611.62,87.37,I,,6.000,EA,2019-02-23
0500000161,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,3.000,EA,2018-10-22
0500000125,0000000040,BX-1012,,USD,399.00,349.12,49.88,I,,10.000,EA,2018-08-08
0500000382,0000000030,EB-1134,,USD,4800.00,4200.00,600.00,I,,7.000,EA,2019-09-15
0500000470,0000000020,HB-1171,,USD,699.00,611.62,87.37,I,,5.000,EA,2020-02-09
0500000434,0000000020,HB-1171,,USD,699.00,611.62,87.37,I,,10.000,EA,2020-01-09
0500000177,0000000060,DB-1082,,USD,1250.00,1093.75,156.25,I,,3.000,EA,2018-11-02
0500000039,0000000010,BX-1012,,USD,399.00,349.12,49.88,I,,1.000,EA,2018-04-21
0500000088,0000000050,BX-1014,,USD,799.00,699.12,99.87,I,,7.000,EA,2018-07-12
0500000059,0000000020,BX-1011,,USD,249.00,217.87,31.12,I,,1.000,EA,2018-05-22
0500000013,0000000050,MB-1033,,USD,3999.00,3499.13,499.87,I,,9.000,EA,2018-04-01
0500000169,0000000030,BX-1016,,USD,319.00,279.12,39.88,I,,6.000,EA,2018-11-04
0500000114,0000000010,HB-1175,,USD,899.00,786.62,112.37,I,,1.000,EA,2018-08-17
0500000156,0000000030,CC-1023,,USD,1361.00,1190.88,170.12,I,,7.000,EA,2018-10-24
0500000428,0000000030,CC-1023,,USD,1361.00,1190.88,170.12,I,,6.000,EA,2019-12-18
0500000077,0000000080,CB-1163,,USD,288.00,252.00,36.00,I,,3.000,EA,2018-06-28
0500000458,0000000070,RC-1053,,USD,4599.00,4024.13,574.87,I,,4.000,EA,2020-02-17
0500000317,0000000050,BX-1015,,USD,299.00,261.62,37.38,I,,5.000,EA,2019-06-17
